disease_name,ratio_name,numerator_name,numerator_tissues,denominator_name,denominator_tissues
platelet volume,eicosapentaenoate (epa; 20:5n3) to palmitoleate (16:1n7),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,eicosenoate (20:1) to palmitoleate (16:1n7),eicosenoate (20:1),,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,eicosenoate (20:1) to stearate (18:0),eicosenoate (20:1),,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,eicosenoylcarnitine (c20:1)* to stearoylcarnitine (c18),eicosenoylcarnitine (c20:1)*,,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
platelet volume,ergothioneine to palmitoylcarnitine (c16),ergothioneine,Blood | Placenta | Urine,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,glycerol to 5-dodecenoate (12:1n7),glycerol,Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Neuron | Pancreas | Placenta | Prostate | Saliva | Skeletal Muscle | Spleen | Sweat | Testis | Thyroid Gland | Urine | Epidermis | Brain,5-dodecenoate (12:1n7),Feces
platelet volume,glycerol to myristoleate (14:1n5),glycerol,Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Neuron | Pancreas | Placenta | Prostate | Saliva | Skeletal Muscle | Spleen | Sweat | Testis | Thyroid Gland | Urine | Epidermis | Brain,myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva
platelet volume,glycerol to palmitoleate (16:1n7),glycerol,Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Neuron | Pancreas | Placenta | Prostate | Saliva | Skeletal Muscle | Spleen | Sweat | Testis | Thyroid Gland | Urine | Epidermis | Brain,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,hexadecadienoate (16:2n6) to linolenate [alpha or gamma; (18:3n3 or 6)],hexadecadienoate (16:2n6),Feces,linolenate [alpha or gamma; (18:3n3 or 6)],
platelet volume,hexadecadienoate (16:2n6) to margarate (17:0),hexadecadienoate (16:2n6),Feces,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,hexadecadienoate (16:2n6) to myristate (14:0),hexadecadienoate (16:2n6),Feces,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,hexadecadienoate (16:2n6) to palmitate (16:0),hexadecadienoate (16:2n6),Feces,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,hexadecadienoate (16:2n6) to stearate (18:0),hexadecadienoate (16:2n6),Feces,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,hexadecanedioate (c16-dc) to 5-dodecenoate (12:1n7),hexadecanedioate (c16-dc),Feces,5-dodecenoate (12:1n7),Feces
platelet volume,histidine betaine (hercynine)* to acetylcarnitine (c2),histidine betaine (hercynine)*,,acetylcarnitine (c2),Blood | Breast Milk | Cerebrospinal Fluid (CSF) | Feces | Neuron | Placenta | Prostate | Saliva | Skeletal Muscle | Urine | Brain | Semen
platelet volume,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,histidine betaine (hercynine)*,,linolenoylcarnitine (c18:3)*,Blood | Feces | Placenta | Urine
platelet volume,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,histidine betaine (hercynine)*,,linoleoylcarnitine (c18:2)*,Blood | Feces | Placenta | Urine
platelet volume,histidine betaine (hercynine)* to margaroylcarnitine (c17)*,histidine betaine (hercynine)*,,margaroylcarnitine (c17)*,Blood | Urine
platelet volume,laurate (12:0) to 5-dodecenoate (12:1n7),laurate (12:0),Blood | Cerebrospinal Fluid (CSF) | Feces | Liver | Prostate | Saliva | Sweat | Thyroid Gland | Urine | Epidermis,5-dodecenoate (12:1n7),Feces
platelet volume,laurate (12:0) to 9-hydroxystearate,laurate (12:0),Blood | Cerebrospinal Fluid (CSF) | Feces | Liver | Prostate | Saliva | Sweat | Thyroid Gland | Urine | Epidermis,9-hydroxystearate,
platelet volume,laurate (12:0) to myristoleate (14:1n5),laurate (12:0),Blood | Cerebrospinal Fluid (CSF) | Feces | Liver | Prostate | Saliva | Sweat | Thyroid Gland | Urine | Epidermis,myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva
platelet volume,laurate (12:0) to palmitoleate (16:1n7),laurate (12:0),Blood | Cerebrospinal Fluid (CSF) | Feces | Liver | Prostate | Saliva | Sweat | Thyroid Gland | Urine | Epidermis,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,"lignoceroyl sphingomyelin (d18:1/24:0) to sphingomyelin (d18:1/20:0, d16:1/22:0)*",lignoceroyl sphingomyelin (d18:1/24:0),Blood | Cerebrospinal Fluid (CSF) | Saliva | Urine | All Tissues,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Blood | Feces | Placenta
platelet volume,"lignoceroyl sphingomyelin (d18:1/24:0) to sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",lignoceroyl sphingomyelin (d18:1/24:0),Blood | Cerebrospinal Fluid (CSF) | Saliva | Urine | All Tissues,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Blood | Placenta
platelet volume,linoleate (18:2n6) to palmitoleate (16:1n7),linoleate (18:2n6),,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,linoleate (18:2n6) to stearate (18:0),linoleate (18:2n6),,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,linolenate [alpha or gamma; (18:3n3 or 6)] to 5-dodecenoate (12:1n7),linolenate [alpha or gamma; (18:3n3 or 6)],,5-dodecenoate (12:1n7),Feces
platelet volume,linolenate [alpha or gamma; (18:3n3 or 6)] to palmitoleate (16:1n7),linolenate [alpha or gamma; (18:3n3 or 6)],,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,myristate (14:0) to palmitoleate (16:1n7),myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,myristoleate (14:1n5) to 10-nonadecenoate (19:1n9),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,10-nonadecenoate (19:1n9),Blood | Feces | Placenta
platelet volume,myristoleate (14:1n5) to 3-hydroxymyristate,myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,3-hydroxymyristate,
platelet volume,myristoleate (14:1n5) to caprate (10:0),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,caprate (10:0),Blood | Breast Milk | Feces | Placenta | Saliva | Sweat | Urine | Epidermis
platelet volume,myristoleate (14:1n5) to linolenate [alpha or gamma; (18:3n3 or 6)],myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,linolenate [alpha or gamma; (18:3n3 or 6)],
platelet volume,myristoleate (14:1n5) to margarate (17:0),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,myristoleate (14:1n5) to myristate (14:0),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,myristoleate (14:1n5) to n-palmitoylglycine,myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,n-palmitoylglycine,Feces
platelet volume,myristoleate (14:1n5) to nonadecanoate (19:0),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,nonadecanoate (19:0),Feces | Placenta
platelet volume,myristoleate (14:1n5) to palmitate (16:0),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,myristoleate (14:1n5) to palmitoylcarnitine (c16),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,myristoleate (14:1n5) to pentadecanoate (15:0),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
platelet volume,myristoleate (14:1n5) to stearate (18:0),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,myristoleate (14:1n5) to stearidonate (18:4n3),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,stearidonate (18:4n3),Blood | Feces | Placenta
platelet volume,myristoleate (14:1n5) to stearoylcarnitine (c18),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
platelet volume,myristoleoylcarnitine (c14:1)* to palmitoleoylcarnitine (c16:1)*,myristoleoylcarnitine (c14:1)*,Placenta,palmitoleoylcarnitine (c16:1)*,
platelet volume,myristoleoylcarnitine (c14:1)* to stearate (18:0),myristoleoylcarnitine (c14:1)*,Placenta,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,n-oleoyltaurine to stearate (18:0),n-oleoyltaurine,,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,n-palmitoylglycine to 5-dodecenoate (12:1n7),n-palmitoylglycine,Feces,5-dodecenoate (12:1n7),Feces
platelet volume,n-palmitoylglycine to palmitoleate (16:1n7),n-palmitoylglycine,Feces,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,n-palmitoylglycine to palmitoleoylcarnitine (c16:1)*,n-palmitoylglycine,Feces,palmitoleoylcarnitine (c16:1)*,
platelet volume,n-stearoyl-sphingosine (d18:1/18:0)* to palmitoyl dihydrosphingomyelin (d18:0/16:0)*,n-stearoyl-sphingosine (d18:1/18:0)*,Blood | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Brain,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Blood | Feces | Placenta | Urine | All Tissues
platelet volume,oleate/vaccenate (18:1) to margarate (17:0),oleate/vaccenate (18:1),,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,oleate/vaccenate (18:1) to palmitate (16:0),oleate/vaccenate (18:1),,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,oleate/vaccenate (18:1) to palmitoleate (16:1n7),oleate/vaccenate (18:1),,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,oleate/vaccenate (18:1) to stearate (18:0),oleate/vaccenate (18:1),,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,oleoyl ethanolamide to margarate (17:0),oleoyl ethanolamide,Blood | Feces | Placenta | Urine,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,oleoyl ethanolamide to palmitate (16:0),oleoyl ethanolamide,Blood | Feces | Placenta | Urine,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,oleoyl ethanolamide to stearate (18:0),oleoyl ethanolamide,Blood | Feces | Placenta | Urine,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,palmitoleate (16:1n7) to Docosahexaenoate DHA; 22:6n3,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine,docosahexaenoate (dha; 22:6n3),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Skeletal Muscle | Testis | Urine | Epidermis | Intestine | Retina | Brain | Erythrocyte
platelet volume,palmitoleate (16:1n7) to margarate (17:0),palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,palmitoleate (16:1n7) to nonadecanoate (19:0),palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine,nonadecanoate (19:0),Feces | Placenta
platelet volume,palmitoleate (16:1n7) to palmitate (16:0),palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,palmitoleate (16:1n7) to pentadecanoate (15:0),palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
platelet volume,palmitoleate (16:1n7) to stearate (18:0),palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,palmitoleoylcarnitine (c16:1)* to margarate (17:0),palmitoleoylcarnitine (c16:1)*,,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,palmitoleoylcarnitine (c16:1)* to myristate (14:0),palmitoleoylcarnitine (c16:1)*,,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,palmitoleoylcarnitine (c16:1)* to nonadecanoate (19:0),palmitoleoylcarnitine (c16:1)*,,nonadecanoate (19:0),Feces | Placenta
platelet volume,palmitoleoylcarnitine (c16:1)* to palmitate (16:0),palmitoleoylcarnitine (c16:1)*,,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,palmitoleoylcarnitine (c16:1)* to palmitoylcarnitine (c16),palmitoleoylcarnitine (c16:1)*,,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,palmitoleoylcarnitine (c16:1)* to pentadecanoate (15:0),palmitoleoylcarnitine (c16:1)*,,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
platelet volume,palmitoleoylcarnitine (c16:1)* to stearate (18:0),palmitoleoylcarnitine (c16:1)*,,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,palmitoleoylcarnitine (c16:1)* to stearoylcarnitine (c18),palmitoleoylcarnitine (c16:1)*,,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
platelet volume,palmitoylcarnitine (c16) to palmitoleate (16:1n7),palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,"sphingomyelin (d18:1/18:1, d18:2/18:0) to palmitoleoylcarnitine (c16:1)*","sphingomyelin (d18:1/18:1, d18:2/18:0)",Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Saliva | Urine,palmitoleoylcarnitine (c16:1)*,
platelet volume,stearidonate (18:4n3) to 5-dodecenoate (12:1n7),stearidonate (18:4n3),Blood | Feces | Placenta,5-dodecenoate (12:1n7),Feces
platelet volume,stearidonate (18:4n3) to palmitoleate (16:1n7),stearidonate (18:4n3),Blood | Feces | Placenta,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,stearoylcarnitine (c18) to palmitoleate (16:1n7),stearoylcarnitine (c18),Blood | Feces | Placenta | Urine,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,tetradecadienoate (14:2)* to stearate (18:0),tetradecadienoate (14:2)*,,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,tetradecanedioate (c14-dc) to 5-dodecenoate (12:1n7),tetradecanedioate (c14-dc),Blood | Feces,5-dodecenoate (12:1n7),Feces
red cell distribution width,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)* to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
red cell distribution width,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)* to 1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),Placenta | All Tissues | Brain
red cell distribution width,1-(1-enyl-palmitoyl)-gpc (p-16:0)* to 1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2)*,1-(1-enyl-palmitoyl)-gpc (p-16:0)*,Blood | All Tissues,1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2)*,Blood | Feces | Saliva | Urine | All Tissues
red cell distribution width,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)* to 1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),Placenta | All Tissues | Brain
red cell distribution width,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)* to stearoylcarnitine (c18),1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,Feces | Placenta | All Tissues | Brain,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
red cell distribution width,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)* to 1-linoleoyl-gpc (18:2),1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain,1-linoleoyl-gpc (18:2),Blood | Feces | Placenta | Urine | All Tissues
red cell distribution width,docosatrienoate (22:3n3) to 1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),Blood | Feces | Urine | All Tissues
red cell distribution width,docosatrienoate (22:3n3) to 1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),docosatrienoate (22:3n3),Blood | Feces | Placenta,1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),Blood | Feces | Urine | All Tissues
red cell distribution width,docosatrienoate (22:3n3) to Docosahexaenoate DHA; 22:6n3,docosatrienoate (22:3n6)*,Blood | Feces | Placenta,docosahexaenoate (dha; 22:6n3),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Skeletal Muscle | Testis | Urine | Epidermis | Intestine | Retina | Brain | Erythrocyte
red cell distribution width,docosatrienoate (22:3n3) to Docosahexaenoate DHA; 22:6n3,docosatrienoate (22:3n3),Blood | Feces | Placenta,docosahexaenoate (dha; 22:6n3),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Skeletal Muscle | Testis | Urine | Epidermis | Intestine | Retina | Brain | Erythrocyte
red cell distribution width,docosatrienoate (22:3n3) to docosapentaenoate (n6 dpa; 22:5n6),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
red cell distribution width,docosatrienoate (22:3n3) to docosapentaenoate (n6 dpa; 22:5n6),docosatrienoate (22:3n3),Blood | Feces | Placenta,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
red cell distribution width,gamma-glutamylvaline to tiglylcarnitine (c5:1-dc),gamma-glutamylvaline,Feces | Placenta,tiglylcarnitine (c5:1-dc),Blood | Feces | Placenta | Urine
retinal layer thickness,trigonelline (n'-methylnicotinate) to citraconate/glutaconate,trigonelline (n'-methylnicotinate),Blood | Feces | Placenta | Urine,citraconate/glutaconate,
retinal layer thickness,trigonelline (n'-methylnicotinate) to quinate,trigonelline (n'-methylnicotinate),Blood | Feces | Placenta | Urine,quinate,Blood | Feces | Placenta | Saliva | Spleen | Urine
schizophrenia,methionine sulfone to n-acetyltyrosine,methionine sulfone,Feces | Urine,n-acetyltyrosine,Blood | Feces | Urine
self reported educational attainment,2-aminooctanoate to n-acetyl-2-aminooctanoate*,2-aminooctanoate,Blood | Feces | Urine,n-acetyl-2-aminooctanoate*,Urine
self reported educational attainment,methionine sulfone to n-acetyl-1-methylhistidine*,methionine sulfone,Feces | Urine,n-acetyl-1-methylhistidine*,Blood | Feces
self reported educational attainment,methionine sulfone to n-acetylglutamine,methionine sulfone,Feces | Urine,n-acetylglutamine,Feces | Placenta | Urine
self reported educational attainment,n-acetyl-2-aminooctanoate* to n-delta-acetylornithine,n-acetyl-2-aminooctanoate*,Urine,n-alpha-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-acetyl-2-aminooctanoate* to n-delta-acetylornithine,n-acetyl-2-aminooctanoate*,Urine,n-delta-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-acetylleucine to n-delta-acetylornithine,n-acetylleucine,Feces | Saliva,n-alpha-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-acetylleucine to n-delta-acetylornithine,n-acetylleucine,Feces | Saliva,n-delta-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-acetylphenylalanine to n-delta-acetylornithine,n-acetylphenylalanine,Blood | Feces | Saliva | Urine,n-alpha-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-acetylphenylalanine to n-delta-acetylornithine,n-acetylphenylalanine,Blood | Feces | Saliva | Urine,n-delta-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-acetyltyrosine to n-delta-acetylornithine,n-acetyltyrosine,Blood | Feces | Urine,n-alpha-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-acetyltyrosine to n-delta-acetylornithine,n-acetyltyrosine,Blood | Feces | Urine,n-delta-acetylornithine,Blood | Feces | Prostate | Saliva | Urine
self reported educational attainment,n-formylmethionine to c-glycosyltryptophan,n-formylmethionine,Feces | Placenta | Urine | Intestine,c-glycosyltryptophan,Blood | Placenta | Urine
self reported educational attainment,n-formylmethionine to n-acetylalanine,n-formylmethionine,Feces | Placenta | Urine | Intestine,n-acetylalanine,Feces | Placenta | Urine
size,10-nonadecenoate (19:1n9) to Hexanoylcarnitine,10-nonadecenoate (19:1n9),Blood | Feces | Placenta,hexanoylcarnitine (c6),Blood | Feces | Placenta | Urine
